Year,Jurisdiction,Type,Stream,Fate,Tonnes
2018,ACT,Undefined Plastic (Category),C&D,Landfill,1067
2018,ACT,Undefined Plastic (Category),C&D,Recycling,80
2018,ACT,Undefined Plastic (Category),C&I,Landfill,7605
2018,ACT,Undefined Plastic (Category),C&I,Recycling,269
2018,ACT,Undefined Plastic (Category),MSW,Landfill,13678
2018,ACT,Undefined Plastic (Category),MSW,Recycling,4214
2018,ACT,Undefined Plastic (Category),Total,Landfill,22350
2018,ACT,Undefined Plastic (Category),Total,Recycling,4564
2018,NSW,Undefined Plastic (Category),C&D,Landfill,11091
2018,NSW,Undefined Plastic (Category),C&D,Recycling,4122
2018,NSW,Undefined Plastic (Category),C&I,Energy from waste facility,30976
2018,NSW,Undefined Plastic (Category),C&I,Landfill,296533
2018,NSW,Undefined Plastic (Category),C&I,Recycling,12371
2018,NSW,Undefined Plastic (Category),MSW,Energy from waste facility,30976
2018,NSW,Undefined Plastic (Category),MSW,Landfill,252852
2018,NSW,Undefined Plastic (Category),MSW,Recycling,70539
2018,NSW,Undefined Plastic (Category),Total,Energy from waste facility,61951
2018,NSW,Undefined Plastic (Category),Total,Landfill,560476
2018,NSW,Undefined Plastic (Category),Total,Recycling,87032
2018,NT,High density polyethylene (HDPE),MSW,Recycling,33
2018,NT,High density polyethylene (HDPE),Total,Recycling,33
2018,NT,Polyethylene terephthalate (PET),MSW,Recycling,579
2018,NT,Polyethylene terephthalate (PET),Total,Recycling,579
2018,NT,Polyvinyl chloride (PVC),C&I,Recycling,156
2018,NT,Polyvinyl chloride (PVC),MSW,Recycling,863
2018,NT,Polyvinyl chloride (PVC),Total,Recycling,1020
2018,NT,Undefined Plastic (Category),C&D,Landfill,2450
2018,NT,Undefined Plastic (Category),C&I,Landfill,8757
2018,NT,Undefined Plastic (Category),C&I,Recycling,156
2018,NT,Undefined Plastic (Category),MSW,Landfill,20418
2018,NT,Undefined Plastic (Category),MSW,Recycling,863
2018,NT,Undefined Plastic (Category),Total,Landfill,31625
2018,NT,Undefined Plastic (Category),Total,Recycling,1020
2018,Qld,High density polyethylene (HDPE),C&D,Recycling,3039
2018,Qld,High density polyethylene (HDPE),C&I,Recycling,6077
2018,Qld,High density polyethylene (HDPE),MSW,Recycling,6077
2018,Qld,High density polyethylene (HDPE),Total,Recycling,15193
2018,Qld,Low density polyethylene (LDPE),C&I,Recycling,10542
2018,Qld,Low density polyethylene (LDPE),Total,Recycling,10542
2018,Qld,Other plastics,C&D,Recycling,1955
2018,Qld,Other plastics,C&I,Recycling,5655
2018,Qld,Other plastics,MSW,Recycling,1955
2018,Qld,Other plastics,Total,Recycling,9565
2018,Qld,Polyethylene terephthalate (PET),MSW,Recycling,7513
2018,Qld,Polyethylene terephthalate (PET),Total,Recycling,7513
2018,Qld,Polypropylene (PP),C&I,Recycling,4285
2018,Qld,Polypropylene (PP),Total,Recycling,4285
2018,Qld,Polystyrene (PS),C&I,Recycling,401
2018,Qld,Polystyrene (PS),Total,Recycling,401
2018,Qld,Polyvinyl chloride (PVC),C&I,Recycling,32
2018,Qld,Polyvinyl chloride (PVC),Total,Recycling,32
2018,Qld,Undefined Plastic (Category),C&D,Landfill,24970
2018,Qld,Undefined Plastic (Category),C&D,Recycling,4994
2018,Qld,Undefined Plastic (Category),C&I,Landfill,308422
2018,Qld,Undefined Plastic (Category),C&I,Recycling,26992
2018,Qld,Undefined Plastic (Category),MSW,Landfill,261601
2018,Qld,Undefined Plastic (Category),MSW,Recycling,15545
2018,Qld,Undefined Plastic (Category),Total,Landfill,594994
2018,Qld,Undefined Plastic (Category),Total,Recycling,47531
2018,SA,High density polyethylene (HDPE),C&I,Recycling,2315
2018,SA,High density polyethylene (HDPE),MSW,Recycling,3622
2018,SA,High density polyethylene (HDPE),Total,Recycling,5937
2018,SA,Low density polyethylene (LDPE),C&I,Recycling,1999
2018,SA,Low density polyethylene (LDPE),Total,Recycling,1999
2018,SA,Other plastics,C&D,Recycling,87
2018,SA,Other plastics,C&I,Recycling,47
2018,SA,Other plastics,MSW,Recycling,3990
2018,SA,Other plastics,Total,Recycling,4124
2018,SA,Polyethylene terephthalate (PET),C&I,Recycling,1967
2018,SA,Polyethylene terephthalate (PET),MSW,Recycling,2950
2018,SA,Polyethylene terephthalate (PET),Total,Recycling,4917
2018,SA,Polypropylene (PP),C&I,Recycling,421
2018,SA,Polypropylene (PP),MSW,Recycling,227
2018,SA,Polypropylene (PP),Total,Recycling,648
2018,SA,Polystyrene (PS),C&D,Recycling,93
2018,SA,Polystyrene (PS),C&I,Recycling,449
2018,SA,Polystyrene (PS),MSW,Recycling,11
2018,SA,Polystyrene (PS),Total,Recycling,552
2018,SA,Polyvinyl chloride (PVC),C&I,Recycling,72
2018,SA,Polyvinyl chloride (PVC),MSW,Recycling,3
2018,SA,Polyvinyl chloride (PVC),Total,Recycling,75
2018,SA,Undefined Plastic (Category),C&D,Landfill,3714
2018,SA,Undefined Plastic (Category),C&D,Recycling,180
2018,SA,Undefined Plastic (Category),C&I,Energy from waste facility,5938
2018,SA,Undefined Plastic (Category),C&I,Landfill,12301
2018,SA,Undefined Plastic (Category),C&I,Recycling,7270
2018,SA,Undefined Plastic (Category),MSW,Landfill,30669
2018,SA,Undefined Plastic (Category),MSW,Recycling,10802
2018,SA,Undefined Plastic (Category),Total,Energy from waste facility,5938
2018,SA,Undefined Plastic (Category),Total,Landfill,46684
2018,SA,Undefined Plastic (Category),Total,Recycling,18252
2018,Tas,Undefined Plastic (Category),C&D,Landfill,628
2018,Tas,Undefined Plastic (Category),C&D,Recycling,19
2018,Tas,Undefined Plastic (Category),C&I,Landfill,42499
2018,Tas,Undefined Plastic (Category),C&I,Recycling,1043
2018,Tas,Undefined Plastic (Category),MSW,Landfill,21946
2018,Tas,Undefined Plastic (Category),MSW,Recycling,3131
2018,Tas,Undefined Plastic (Category),Total,Landfill,65073
2018,Tas,Undefined Plastic (Category),Total,Recycling,4192
2018,Vic,Undefined Plastic (Category),C&D,Landfill,18305
2018,Vic,Undefined Plastic (Category),C&D,Recycling,4179
2018,Vic,Undefined Plastic (Category),C&I,Landfill,288260
2018,Vic,Undefined Plastic (Category),C&I,Recycling,59610
2018,Vic,Undefined Plastic (Category),MSW,Landfill,222931
2018,Vic,Undefined Plastic (Category),MSW,Recycling,78727
2018,Vic,Undefined Plastic (Category),Total,Landfill,529495
2018,Vic,Undefined Plastic (Category),Total,Recycling,142517
2018,WA,High density polyethylene (HDPE),C&D,Recycling,1510
2018,WA,High density polyethylene (HDPE),C&I,Recycling,2232
2018,WA,High density polyethylene (HDPE),MSW,Recycling,4318
2018,WA,High density polyethylene (HDPE),Total,Recycling,8061
2018,WA,Low density polyethylene (LDPE),C&I,Recycling,1634
2018,WA,Low density polyethylene (LDPE),MSW,Recycling,103
2018,WA,Low density polyethylene (LDPE),Total,Recycling,1737
2018,WA,Other plastics,C&D,Recycling,72
2018,WA,Other plastics,C&I,Recycling,2785
2018,WA,Other plastics,MSW,Recycling,375
2018,WA,Other plastics,Total,Recycling,3232
2018,WA,Polyethylene terephthalate (PET),C&I,Recycling,412
2018,WA,Polyethylene terephthalate (PET),MSW,Recycling,3158
2018,WA,Polyethylene terephthalate (PET),Total,Recycling,3570
2018,WA,Polypropylene (PP),C&I,Recycling,605
2018,WA,Polypropylene (PP),MSW,Recycling,1764
2018,WA,Polypropylene (PP),Total,Recycling,2369
2018,WA,Polystyrene (PS),C&I,Recycling,519
2018,WA,Polystyrene (PS),MSW,Recycling,239
2018,WA,Polystyrene (PS),Total,Recycling,758
2018,WA,Polyvinyl chloride (PVC),C&D,Recycling,17
2018,WA,Polyvinyl chloride (PVC),MSW,Recycling,212
2018,WA,Polyvinyl chloride (PVC),Total,Recycling,229
2018,WA,Undefined Plastic (Category),C&D,Landfill,6002
2018,WA,Undefined Plastic (Category),C&D,Recycling,1600
2018,WA,Undefined Plastic (Category),C&I,Landfill,141756
2018,WA,Undefined Plastic (Category),C&I,Recycling,8188
2018,WA,Undefined Plastic (Category),MSW,Landfill,146067
2018,WA,Undefined Plastic (Category),MSW,Recycling,10169
2018,WA,Undefined Plastic (Category),Total,Landfill,293825
2018,WA,Undefined Plastic (Category),Total,Recycling,19957
2017,ACT,Undefined Plastic (Category),C&D,Landfill,588
2017,ACT,Undefined Plastic (Category),C&I,Landfill,8635
2017,ACT,Undefined Plastic (Category),C&I,Recycling,1501
2017,ACT,Undefined Plastic (Category),MSW,Landfill,13562
2017,ACT,Undefined Plastic (Category),MSW,Recycling,2011
2017,ACT,Undefined Plastic (Category),Total,Landfill,22784
2017,ACT,Undefined Plastic (Category),Total,Recycling,3512
2017,NSW,Undefined Plastic (Category),C&D,Landfill,14028
2017,NSW,Undefined Plastic (Category),C&D,Recycling,1498
2017,NSW,Undefined Plastic (Category),C&I,Landfill,297955
2017,NSW,Undefined Plastic (Category),C&I,Recycling,33778
2017,NSW,Undefined Plastic (Category),MSW,Landfill,250515
2017,NSW,Undefined Plastic (Category),MSW,Recycling,49266
2017,NSW,Undefined Plastic (Category),Total,Landfill,562498
2017,NSW,Undefined Plastic (Category),Total,Recycling,84541
2017,NT,High density polyethylene (HDPE),MSW,Recycling,32
2017,NT,High density polyethylene (HDPE),Total,Recycling,32
2017,NT,Polyethylene terephthalate (PET),MSW,Recycling,594
2017,NT,Polyethylene terephthalate (PET),Total,Recycling,594
2017,NT,Undefined Plastic (Category),C&D,Landfill,2428
2017,NT,Undefined Plastic (Category),C&I,Landfill,8680
2017,NT,Undefined Plastic (Category),MSW,Landfill,20237
2017,NT,Undefined Plastic (Category),MSW,Recycling,626
2017,NT,Undefined Plastic (Category),Total,Landfill,31345
2017,NT,Undefined Plastic (Category),Total,Recycling,626
2017,Qld,Undefined Plastic (Category),C&D,Landfill,35154
2017,Qld,Undefined Plastic (Category),C&D,Recycling,2222
2017,Qld,Undefined Plastic (Category),C&I,Landfill,294730
2017,Qld,Undefined Plastic (Category),C&I,Recycling,33559
2017,Qld,Undefined Plastic (Category),MSW,Landfill,260853
2017,Qld,Undefined Plastic (Category),MSW,Recycling,13739
2017,Qld,Undefined Plastic (Category),Total,Landfill,590737
2017,Qld,Undefined Plastic (Category),Total,Recycling,49519
2017,SA,High density polyethylene (HDPE),C&I,Recycling,2204
2017,SA,High density polyethylene (HDPE),MSW,Recycling,3917
2017,SA,High density polyethylene (HDPE),Total,Recycling,6121
2017,SA,Low density polyethylene (LDPE),C&I,Recycling,3237
2017,SA,Low density polyethylene (LDPE),Total,Recycling,3237
2017,SA,Other plastics,C&D,Recycling,3331
2017,SA,Other plastics,C&I,Recycling,699
2017,SA,Other plastics,MSW,Recycling,6144
2017,SA,Other plastics,Total,Recycling,10174
2017,SA,Polyethylene terephthalate (PET),C&I,Recycling,1816
2017,SA,Polyethylene terephthalate (PET),MSW,Recycling,2963
2017,SA,Polyethylene terephthalate (PET),Total,Recycling,4779
2017,SA,Polypropylene (PP),C&I,Recycling,585
2017,SA,Polypropylene (PP),MSW,Recycling,228
2017,SA,Polypropylene (PP),Total,Recycling,813
2017,SA,Polystyrene (PS),C&D,Recycling,90
2017,SA,Polystyrene (PS),C&I,Recycling,226
2017,SA,Polystyrene (PS),MSW,Recycling,13
2017,SA,Polystyrene (PS),Total,Recycling,330
2017,SA,Polyvinyl chloride (PVC),C&I,Recycling,60
2017,SA,Polyvinyl chloride (PVC),Total,Recycling,60
2017,SA,Undefined Plastic (Category),C&D,Landfill,3170
2017,SA,Undefined Plastic (Category),C&D,Recycling,3421
2017,SA,Undefined Plastic (Category),C&I,Energy from waste facility,4185
2017,SA,Undefined Plastic (Category),C&I,Landfill,19314
2017,SA,Undefined Plastic (Category),C&I,Recycling,8827
2017,SA,Undefined Plastic (Category),MSW,Landfill,30858
2017,SA,Undefined Plastic (Category),MSW,Recycling,13265
2017,SA,Undefined Plastic (Category),Total,Energy from waste facility,4185
2017,SA,Undefined Plastic (Category),Total,Landfill,53342
2017,SA,Undefined Plastic (Category),Total,Recycling,25514
2017,Tas,Undefined Plastic (Category),C&D,Landfill,566
2017,Tas,Undefined Plastic (Category),C&D,Recycling,19
2017,Tas,Undefined Plastic (Category),C&I,Landfill,44598
2017,Tas,Undefined Plastic (Category),C&I,Recycling,2290
2017,Tas,Undefined Plastic (Category),MSW,Landfill,26156
2017,Tas,Undefined Plastic (Category),MSW,Recycling,453
2017,Tas,Undefined Plastic (Category),Total,Landfill,71319
2017,Tas,Undefined Plastic (Category),Total,Recycling,2761
2017,Vic,Undefined Plastic (Category),C&D,Landfill,17260
2017,Vic,Undefined Plastic (Category),C&D,Recycling,1981
2017,Vic,Undefined Plastic (Category),C&I,Landfill,271881
2017,Vic,Undefined Plastic (Category),C&I,Recycling,55980
2017,Vic,Undefined Plastic (Category),MSW,Landfill,227907
2017,Vic,Undefined Plastic (Category),MSW,Recycling,79207
2017,Vic,Undefined Plastic (Category),Total,Landfill,517049
2017,Vic,Undefined Plastic (Category),Total,Recycling,137167
2017,WA,High density polyethylene (HDPE),C&D,Recycling,1515
2017,WA,High density polyethylene (HDPE),C&I,Recycling,263
2017,WA,High density polyethylene (HDPE),MSW,Recycling,3758
2017,WA,High density polyethylene (HDPE),Total,Recycling,5536
2017,WA,Low density polyethylene (LDPE),C&I,Recycling,479
2017,WA,Low density polyethylene (LDPE),Total,Recycling,479
2017,WA,Other plastics,C&D,Recycling,73
2017,WA,Other plastics,C&I,Recycling,3210
2017,WA,Other plastics,MSW,Recycling,134
2017,WA,Other plastics,Total,Recycling,3417
2017,WA,Polyethylene terephthalate (PET),C&I,Recycling,1595
2017,WA,Polyethylene terephthalate (PET),MSW,Recycling,3502
2017,WA,Polyethylene terephthalate (PET),Total,Recycling,5097
2017,WA,Polypropylene (PP),C&I,Recycling,572
2017,WA,Polypropylene (PP),MSW,Recycling,1425
2017,WA,Polypropylene (PP),Total,Recycling,1997
2017,WA,Polystyrene (PS),C&I,Recycling,305
2017,WA,Polystyrene (PS),MSW,Recycling,168
2017,WA,Polystyrene (PS),Total,Recycling,473
2017,WA,Polyvinyl chloride (PVC),MSW,Recycling,121
2017,WA,Polyvinyl chloride (PVC),Total,Recycling,121
2017,WA,Undefined Plastic (Category),C&D,Landfill,6202
2017,WA,Undefined Plastic (Category),C&D,Recycling,1588
2017,WA,Undefined Plastic (Category),C&I,Landfill,153010
2017,WA,Undefined Plastic (Category),C&I,Recycling,6424
2017,WA,Undefined Plastic (Category),MSW,Landfill,150736
2017,WA,Undefined Plastic (Category),MSW,Recycling,9108
2017,WA,Undefined Plastic (Category),Total,Landfill,309949
2017,WA,Undefined Plastic (Category),Total,Recycling,17120
2016,ACT,Undefined Plastic (Category),C&D,Landfill,2931
2016,ACT,Undefined Plastic (Category),C&I,Landfill,7712
2016,ACT,Undefined Plastic (Category),C&I,Recycling,300
2016,ACT,Undefined Plastic (Category),MSW,Landfill,13580
2016,ACT,Undefined Plastic (Category),MSW,Recycling,1600
2016,ACT,Undefined Plastic (Category),Total,Landfill,24223
2016,ACT,Undefined Plastic (Category),Total,Recycling,1900
2016,NSW,Undefined Plastic (Category),C&D,Landfill,16505
2016,NSW,Undefined Plastic (Category),C&D,Recycling,1800
2016,NSW,Undefined Plastic (Category),C&I,Landfill,477934
2016,NSW,Undefined Plastic (Category),C&I,Recycling,38000
2016,NSW,Undefined Plastic (Category),MSW,Landfill,238415
2016,NSW,Undefined Plastic (Category),MSW,Recycling,48300
2016,NSW,Undefined Plastic (Category),Total,Landfill,732853
2016,NSW,Undefined Plastic (Category),Total,Recycling,88100
2016,NT,High density polyethylene (HDPE),MSW,Recycling,87
2016,NT,High density polyethylene (HDPE),Total,Recycling,87
2016,NT,Polyethylene terephthalate (PET),MSW,Recycling,507
2016,NT,Polyethylene terephthalate (PET),Total,Recycling,507
2016,NT,Undefined Plastic (Category),C&D,Landfill,4254
2016,NT,Undefined Plastic (Category),C&I,Landfill,7646
2016,NT,Undefined Plastic (Category),MSW,Landfill,21972
2016,NT,Undefined Plastic (Category),MSW,Recycling,594
2016,NT,Undefined Plastic (Category),Total,Landfill,33872
2016,NT,Undefined Plastic (Category),Total,Recycling,594
2016,Qld,Undefined Plastic (Category),C&D,Landfill,48653
2016,Qld,Undefined Plastic (Category),C&I,Landfill,253175
2016,Qld,Undefined Plastic (Category),MSW,Landfill,301691
2016,Qld,Undefined Plastic (Category),Total,Landfill,603520
2016,Qld,Undefined Plastic (Category),Total,Recycling,41383
2016,SA,High density polyethylene (HDPE),C&D,Recycling,135
2016,SA,High density polyethylene (HDPE),C&I,Recycling,1710
2016,SA,High density polyethylene (HDPE),MSW,Recycling,2610
2016,SA,High density polyethylene (HDPE),Total,Recycling,4455
2016,SA,Low density polyethylene (LDPE),C&I,Recycling,3690
2016,SA,Low density polyethylene (LDPE),MSW,Recycling,410
2016,SA,Low density polyethylene (LDPE),Total,Recycling,4100
2016,SA,Other plastics,C&D,Recycling,3780
2016,SA,Other plastics,C&I,Recycling,5320
2016,SA,Other plastics,MSW,Recycling,4900
2016,SA,Other plastics,Total,Recycling,14000
2016,SA,Polyethylene terephthalate (PET),C&I,Recycling,1470
2016,SA,Polyethylene terephthalate (PET),MSW,Recycling,2730
2016,SA,Polyethylene terephthalate (PET),Total,Recycling,4200
2016,SA,Polypropylene (PP),C&D,Recycling,42
2016,SA,Polypropylene (PP),C&I,Recycling,1330
2016,SA,Polypropylene (PP),MSW,Recycling,42
2016,SA,Polypropylene (PP),Total,Recycling,1414
2016,SA,Polystyrene (PS),C&D,Recycling,114
2016,SA,Polystyrene (PS),C&I,Recycling,183
2016,SA,Polystyrene (PS),MSW,Recycling,3
2016,SA,Polystyrene (PS),Total,Recycling,300
2016,SA,Polyvinyl chloride (PVC),C&I,Recycling,10
2016,SA,Polyvinyl chloride (PVC),Total,Recycling,10
2016,SA,Undefined Plastic (Category),C&D,Landfill,3415
2016,SA,Undefined Plastic (Category),C&D,Recycling,4071
2016,SA,Undefined Plastic (Category),C&I,Energy from waste facility,28470
2016,SA,Undefined Plastic (Category),C&I,Landfill,12216
2016,SA,Undefined Plastic (Category),C&I,Recycling,13713
2016,SA,Undefined Plastic (Category),MSW,Landfill,31774
2016,SA,Undefined Plastic (Category),MSW,Recycling,10695
2016,SA,Undefined Plastic (Category),Total,Energy from waste facility,28470
2016,SA,Undefined Plastic (Category),Total,Landfill,47404
2016,SA,Undefined Plastic (Category),Total,Recycling,28479
2016,Tas,Undefined Plastic (Category),C&D,Landfill,802
2016,Tas,Undefined Plastic (Category),C&D,Recycling,600
